# Nmax = 7
# L1 L2 L3   u11 u12 u13   u21 u22 u23   u31 u32 u33   (periodicity)
8.3066 6.9460 0.0173   7 2 4   7 1 -4   4 1 1   (1)
8.3066 6.9595 0.0173   7 4 2   -1 7 3   3 2 1   (1)
8.3066 6.9678 0.0173   7 -2 4   0 7 1   3 1 2   (1)
8.3066 6.9834 0.0172   7 2 -4   2 3 6   0 1 3   (1)
8.3066 6.9876 0.0172   7 2 -4   3 4 5   1 1 1   (1)
8.3066 7.0176 0.0172   7 4 2   -1 1 7   2 1 0   (1)
8.3066 7.0207 0.0171   7 4 -2   1 0 7   2 1 1   (1)
8.3066 7.0341 0.0171   7 2 4   -4 5 3   3 0 1   (1)
8.3066 7.0454 0.0171   7 2 4   -3 5 4   0 1 1   (1)
8.3066 7.0577 0.0171   7 4 2   1 -7 2   3 1 1   (1)
8.3066 7.0670 0.0170   7 2 4   -4 3 5   3 1 2   (1)
8.3066 7.0700 0.0170   7 4 2   4 -4 5   1 1 0   (1)
8.3066 7.0823 0.0170   7 4 2   -2 7 0   4 0 1   (1)
8.3066 7.0915 0.0170   4 2 -7   7 1 2   1 0 1   (1)
8.3066 7.1160 0.0169   7 2 4   1 7 5   0 3 2   (1)
8.3066 7.1353 0.0169   4 -7 2   1 4 6   0 1 1   (1)
8.3066 7.1404 0.0169   7 2 -4   0 3 7   3 2 1   (1)
8.3066 7.1556 0.0168   7 2 -4   2 7 2   0 2 1   (1)
8.3066 7.1718 0.0168   4 -7 2   6 1 5   1 1 1   (1)
8.3066 7.1799 0.0168   7 2 4   1 7 -2   2 1 1   (1)
8.3066 7.2081 0.0167   7 2 4   0 7 4   1 1 1   (1)
8.3066 7.2161 0.0167   4 2 -7   4 1 7   1 0 5   (1)
8.3066 7.2282 0.0167   7 4 2   5 3 -6   0 0 1   (1)
8.3066 7.2442 0.0166   7 4 2   4 -6 1   0 1 0   (1)
8.3066 7.2761 0.0165   4 -7 2   6 4 1   1 2 0   (1)
8.3066 7.2801 0.0165   7 4 2   2 0 -7   1 1 3   (12)
8.3066 7.2851 0.0165   7 2 4   0 5 7   1 2 3   (1)
8.3066 7.3000 0.0165   7 4 2   4 -5 4   2 0 1   (1)
8.3066 7.3238 0.0164   7 2 4   2 -5 6   2 3 -1   (1)
8.3066 7.3248 0.0164   7 -4 2   6 5 1   1 3 0   (1)
8.3066 7.3327 0.0164   7 2 4   2 -7 1   0 1 0   (1)
8.3066 7.3356 0.0164   7 2 4   -1 4 7   3 1 2   (1)
8.3066 7.3475 0.0164   7 4 -2   1 2 7   1 1 2   (1)
8.3066 7.4299 0.0162   7 -4 2   6 5 2   3 2 1   (1)
8.3066 7.4532 0.0162   7 2 4   2 2 -7   3 1 1   (1)
8.3066 7.4571 0.0161   7 4 -2   1 6 5   0 1 1   (1)
8.3066 7.4659 0.0161   7 2 4   1 3 -7   2 1 0   (1)
8.3066 7.4882 0.0161   7 4 2   2 2 -7   2 1 2   (1)
8.3066 7.4969 0.0161   4 2 -7   5 1 6   1 0 3   (1)
8.3066 7.4998 0.0161   7 4 -2   6 1 6   2 0 3   (1)
8.3066 7.5200 0.0160   4 2 -7   3 5 5   0 1 3   (1)
8.3066 7.5268 0.0160   7 4 2   1 6 7   3 1 0   (1)
8.3066 7.5345 0.0160   7 2 4   -5 6 1   1 3 2   (1)
8.3066 7.5460 0.0160   7 4 2   -4 4 5   0 1 1   (1)
8.3066 7.5661 0.0159   7 4 2   3 -5 5   1 1 0   (1)
8.3066 7.5690 0.0159   7 4 2   -3 0 7   2 1 0   (1)
8.3066 7.6034 0.0158   7 4 2   3 5 -6   2 0 3   (1)
8.3066 7.6043 0.0158   7 2 4   1 7 -3   2 -1 2   (1)
8.3066 7.6120 0.0158   7 -2 4   0 7 3   1 3 2   (1)
8.3066 7.6148 0.0158   7 4 2   2 5 -6   1 -1 3   (1)
8.3066 7.6262 0.0158   7 4 -2   0 6 5   2 3 1   (1)
8.3066 7.6300 0.0158   7 -4 2   6 4 5   1 1 1   (1)
8.3066 7.6348 0.0158   7 2 4   2 7 -3   3 2 1   (1)
8.3066 7.6376 0.0158   7 4 2   -1 4 7   1 1 1   (1)
8.3066 7.6575 0.0157   7 2 4   3 1 -7   0 0 1   (1)
8.3066 7.6641 0.0157   7 4 -2   1 5 6   3 3 1   (1)
8.3066 7.6727 0.0157   7 2 4   -3 7 1   2 3 2   (1)
8.3066 7.6943 0.0156   7 4 2   -2 6 5   5 1 0   (1)
8.3066 7.7028 0.0156   7 4 2   3 -3 7   1 0 1   (1)
8.3066 7.7169 0.0156   7 4 2   4 -6 3   3 1 1   (1)
8.3066 7.7404 0.0156   7 -2 4   2 7 3   0 4 1   (1)
8.3066 7.7506 0.0155   7 4 2   0 5 -6   1 0 1   (1)
8.3066 7.7619 0.0155   7 4 2   -3 7 2   0 3 1   (1)
8.3066 7.7656 0.0155   4 -7 2   5 2 6   0 3 1   (1)
8.3066 7.7954 0.0154   4 -7 2   3 4 6   0 2 1   (1)
8.3066 7.7991 0.0154   4 2 -7   6 1 5   1 0 2   (1)
8.3066 7.8075 0.0154   7 2 -4   4 7 3   1 2 1   (1)
8.3066 7.8149 0.0154   7 4 2   2 -7 3   2 3 0   (1)
8.3066 7.8288 0.0154   7 2 4   1 5 -6   1 0 1   (1)
8.3066 7.8510 0.0153   7 4 -2   7 1 6   3 1 1   (1)
8.3066 7.8593 0.0153   7 4 -2   3 3 7   3 2 1   (1)
8.3066 7.8620 0.0153   7 4 2   -7 5 0   2 3 1   (1)
8.3066 7.8657 0.0153   7 -4 2   3 7 2   2 2 1   (1)
8.3066 7.8731 0.0153   7 2 -4   1 6 5   0 1 1   (1)
8.3066 7.8841 0.0153   7 4 2   4 0 -7   2 1 0   (1)
8.3066 7.9318 0.0152   7 -2 4   7 6 5   1 3 1   (1)
8.3066 7.9473 0.0151   7 -2 4   2 5 7   1 2 3   (1)
8.3066 7.9500 0.0151   7 2 4   -6 6 1   1 1 1   (1)
8.3066 7.9646 0.0151   4 2 -7   4 3 7   3 2 2   (1)
8.3066 7.9719 0.0151   7 -4 2   1 7 4   0 2 1   (1)
8.3066 7.9973 0.0151   7 -4 2   6 5 4   1 2 1   (1)
8.3066 8.0045 0.0150   7 2 4   0 7 6   3 0 1   (1)
8.3066 8.0127 0.0150   7 2 4   4 -7 3   2 2 1   (1)
8.3066 8.0298 0.0150   7 4 2   2 -5 6   1 2 -1   (1)
8.3066 8.0343 0.0150   7 4 2   -3 7 3   3 2 1   (1)
8.3066 8.0587 0.0149   7 2 -4   0 7 4   1 3 1   (1)
8.3066 8.0623 0.0149   7 4 2   2 -6 5   1 1 0   (12)
8.3066 8.0775 0.0149   7 4 2   7 -5 3   1 3 0   (1)
8.3066 8.0802 0.0149   7 4 2   2 4 -7   2 1 1   (1)
8.3066 8.1017 0.0149   7 4 2   1 -4 7   4 1 3   (1)
8.3066 8.1124 0.0148   7 -2 4   5 7 2   2 1 1   (1)
8.3066 8.1205 0.0148   7 4 2   4 -7 1   0 1 0   (1)
8.3066 8.1419 0.0148   7 2 4   -6 3 5   3 1 2   (1)
8.3066 8.1445 0.0148   7 2 4   3 -7 4   2 1 1   (1)
8.3066 8.1845 0.0147   7 -4 2   3 7 3   0 4 1   (1)
8.3066 8.1977 0.0147   7 2 -4   6 1 6   1 0 3   (1)
8.3066 8.1986 0.0147   7 4 2   5 3 -7   0 0 1   (1)
8.3066 8.2189 0.0146   7 2 4   -3 5 6   5 0 1   (1)
8.3066 8.2225 0.0146   7 4 2   -5 0 7   0 1 3   (1)
8.3066 8.2611 0.0146   7 2 4   -3 6 5   0 1 1   (1)
8.3066 8.2927 0.0145   7 4 2   4 -7 2   3 0 1   (1)
8.3066 8.3031 0.0145   7 4 2   -7 5 2   3 2 1   (1)
5.8310 8.3084 0.0206   4 3 3   7 -5 0   0 2 1   (1)
5.0990 8.3089 0.0236   4 3 1   5 -6 3   1 2 0   (1)
7.8102 8.3106 0.0154   6 4 3   4 -5 6   3 1 2   (1)
7.8102 8.3116 0.0154   4 3 -6   5 1 7   3 1 2   (1)
6.4031 8.3125 0.0188   4 4 3   4 5 -6   1 1 1   (1)
3.1623 8.3126 0.0380   3 1 0   0 7 5   -1 1 1   (1)
7.0000 8.3128 0.0172   6 3 -2   1 7 5   2 3 1   (1)
6.0828 8.3131 0.0198   6 0 1   1 6 6   0 1 1   (1)
8.1240 8.3139 0.0148   5 4 -5   4 7 4   2 3 1   (1)
5.3852 8.3149 0.0223   5 2 0   2 7 6   0 1 1   (1)
6.7823 8.3158 0.0177   6 3 1   0 7 6   -1 2 2   (1)
6.5574 8.3164 0.0183   3 3 -5   5 3 6   3 2 2   (1)
7.0711 8.3175 0.0170   7 1 0   2 7 5   0 4 3   (1)
6.4031 8.3184 0.0188   6 1 2   -5 7 2   2 1 1   (1)
7.8740 8.3192 0.0153   3 -7 2   6 3 5   1 3 1   (1)
7.8102 8.3194 0.0154   6 4 3   5 5 -6   1 0 4   (1)
4.1231 8.3208 0.0291   4 0 1   -4 3 7   1 1 3   (1)
4.5826 8.3209 0.0262   2 -4 1   1 5 7   0 1 1   (1)
7.8740 8.3212 0.0153   6 1 5   2 -7 6   3 3 1   (1)
8.1240 8.3221 0.0148   7 4 1   3 -5 6   3 1 1   (1)
7.8102 8.3224 0.0154   6 0 5   3 4 -7   4 1 1   (1)
7.0000 8.3226 0.0172   3 -6 2   6 5 3   2 2 1   (1)
8.3066 8.3241 0.0145   7 4 2   -6 6 1   1 3 1   (1)
8.3066 8.3249 0.0145   7 4 2   0 7 -5   1 1 0   (1)
3.6056 8.3251 0.0333   3 0 -2   3 5 6   1 1 1   (1)
7.8102 8.3263 0.0154   6 0 -5   2 5 7   3 2 1   (1)
7.8740 8.3270 0.0153   6 1 -5   7 0 5   3 0 2   (1)
5.0990 8.3274 0.0236   4 1 3   7 2 -5   0 0 1   (1)
3.7417 8.3281 0.0321   2 -3 1   5 2 7   0 2 1   (1)
8.1240 8.3285 0.0148   5 5 -4   7 3 5   2 1 1   (1)
7.3485 8.3289 0.0163   7 1 2   -7 7 1   1 2 1   (1)
6.4031 8.3301 0.0187   5 4 0   -3 5 6   1 2 1   (1)
6.1644 8.3303 0.0195   6 -1 1   4 7 4   1 4 2   (1)
5.1962 8.3311 0.0231   5 1 1   2 6 7   1 0 0   (1)
7.6158 8.3325 0.0158   7 0 3   7 1 -6   2 0 1   (1)
6.7823 8.3328 0.0177   3 -6 1   5 1 7   0 2 1   (1)
6.5574 8.3332 0.0183   5 3 3   -7 3 4   2 1 1   (1)
8.0623 8.3334 0.0149   6 -5 2   7 5 1   1 2 0   (1)
5.3852 8.3336 0.0223   4 2 3   3 5 -6   1 0 2   (1)
7.2801 8.3338 0.0165   6 -4 1   5 4 6   2 1 2   (1)
5.0990 8.3344 0.0235   5 0 1   1 5 7   -2 1 1   (1)
4.1231 8.3349 0.0291   2 2 -3   6 3 5   1 0 3   (1)
7.0711 8.3355 0.0170   7 1 0   3 5 7   -2 1 2   (1)
6.4031 8.3359 0.0187   6 2 1   -1 6 6   0 1 1   (1)
1.4142 8.3367 0.0848   1 1 0   7 -4 3   4 0 1   (1)
3.7417 8.3367 0.0321   3 -2 1   6 6 1   1 3 0   (1)
4.2426 8.3367 0.0283   4 1 -1   3 4 7   1 2 4   (1)
7.0711 8.3367 0.0170   7 1 0   -6 7 3   3 3 1   (1)
7.8740 8.3367 0.0152   7 3 2   7 -6 0   3 2 1   (1)
6.4031 8.3374 0.0187   5 0 4   7 1 -5   1 0 1   (1)
7.6811 8.3382 0.0156   7 1 -3   5 4 6   0 2 5   (1)
7.3485 8.3389 0.0163   7 1 2   -3 6 5   1 2 2   (1)
5.9161 8.3392 0.0203   3 -5 1   6 6 1   1 4 0   (1)
7.2801 8.3395 0.0165   7 2 0   1 5 7   0 2 3   (1)
5.3852 8.3398 0.0223   4 -2 3   1 6 6   1 1 2   (1)
6.1644 8.3398 0.0195   5 -2 3   3 7 4   1 1 1   (1)
8.0623 8.3399 0.0149   6 5 2   -4 7 3   1 0 0   (1)
3.0000 8.3400 0.0400   2 2 1   1 -7 5   1 0 1   (1)
4.6904 8.3421 0.0256   3 3 2   5 -6 3   0 1 0   (1)
7.3485 8.3422 0.0163   5 5 2   -4 6 5   0 3 2   (1)
7.0711 8.3439 0.0169   7 0 1   1 6 6   0 1 1   (1)
8.1240 8.3439 0.0148   4 1 -7   5 6 3   0 2 5   (1)
3.3166 8.3448 0.0361   3 1 1   0 6 7   1 0 0   (1)
5.7446 8.3448 0.0209   5 2 2   4 3 -7   1 0 3   (1)
5.0000 8.3451 0.0240   4 0 3   -3 6 5   1 1 2   (1)
8.1854 8.3452 0.0146   7 3 3   7 -5 6   3 2 1   (1)
6.7082 8.3453 0.0179   5 4 2   -4 7 3   2 2 1   (1)
5.0990 8.3459 0.0235   4 1 -3   3 6 5   2 3 2   (1)
7.6811 8.3463 0.0156   7 3 -1   0 7 5   1 2 1   (1)
7.2801 8.3474 0.0165   7 0 -2   5 2 7   1 1 4   (1)
7.1414 8.3478 0.0168   5 1 -5   3 6 5   0 2 3   (1)
5.3852 8.3480 0.0222   5 -2 0   3 6 5   1 1 1   (1)
7.2801 8.3485 0.0165   6 4 1   3 -5 6   2 3 -1   (1)
5.8310 8.3508 0.0205   5 0 -3   3 5 6   1 1 1   (1)
4.1231 8.3525 0.0290   2 2 -3   5 3 6   1 0 5   (1)
7.8740 8.3531 0.0152   6 5 1   7 -5 1   0 1 0   (1)
7.0711 8.3534 0.0169   4 -5 3   6 4 5   1 4 1   (1)
6.4031 8.3535 0.0187   4 -4 3   3 6 5   1 3 2   (1)
7.6811 8.3544 0.0156   7 3 -1   2 5 7   2 1 0   (1)
2.2361 8.3546 0.0535   2 1 0   1 7 6   0 1 1   (1)
6.7082 8.3546 0.0178   5 4 2   7 1 -6   -1 1 3   (1)
6.1644 8.3556 0.0194   5 2 3   1 -6 6   2 1 1   (1)
7.0711 8.3558 0.0169   5 4 3   -6 3 5   4 1 0   (1)
5.3852 8.3563 0.0222   4 3 2   0 -7 5   1 0 1   (1)
7.2801 8.3564 0.0164   6 4 1   -5 6 3   4 1 0   (1)
2.4495 8.3566 0.0489   2 1 1   -3 7 4   0 3 2   (1)
7.3485 8.3566 0.0163   2 1 -7   3 7 4   2 4 1   (1)
6.1644 8.3572 0.0194   5 3 -2   5 1 7   2 1 0   (1)
7.6158 8.3573 0.0157   7 -3 0   3 6 5   1 1 1   (1)
7.8102 8.3578 0.0153   6 3 4   -5 3 6   4 1 1   (1)
7.8740 8.3579 0.0152   6 5 1   -5 6 3   1 3 1   (1)
8.0623 8.3583 0.0148   7 0 -4   3 5 6   1 1 1   (1)
7.3485 8.3588 0.0163   7 2 1   1 6 -6   2 -1 2   (1)
6.4031 8.3593 0.0187   6 1 2   4 3 -7   1 0 1   (1)
5.7446 8.3594 0.0208   5 2 -2   5 1 7   1 0 3   (1)
7.0711 8.3594 0.0169   4 3 -5   1 5 7   0 1 2   (1)
5.9161 8.3598 0.0202   5 3 1   -6 0 7   2 1 0   (1)
7.8740 8.3598 0.0152   6 -5 1   6 4 5   1 1 1   (1)
3.0000 8.3600 0.0399   2 2 1   -6 5 3   1 0 0   (1)
6.4031 8.3608 0.0187   6 2 1   -3 5 6   1 2 2   (1)
7.8102 8.3617 0.0153   6 3 4   5 7 -4   2 0 3   (1)
7.1414 8.3619 0.0167   7 1 1   5 4 -7   2 0 1   (1)
7.5498 8.3624 0.0158   2 2 -7   7 5 1   3 2 2   (1)
7.6811 8.3625 0.0156   7 3 1   -3 6 5   0 4 3   (1)
8.0623 8.3629 0.0148   6 2 5   3 5 -6   2 1 1   (1)
4.2426 8.3633 0.0282   4 1 1   1 6 7   1 0 0   (1)
5.0990 8.3643 0.0234   4 1 -3   3 5 6   0 1 2   (1)
5.3852 8.3645 0.0222   3 -4 2   3 5 6   2 1 3   (1)
5.4772 8.3646 0.0218   5 -2 1   5 7 0   2 3 0   (1)
5.7446 8.3648 0.0208   4 -4 1   5 6 3   2 1 1   (1)
6.1644 8.3650 0.0194   3 -5 2   6 5 3   2 2 1   (1)
6.4031 8.3651 0.0187   2 -6 1   6 3 5   1 2 1   (1)
6.4807 8.3652 0.0184   5 4 1   0 5 -7   3 0 4   (1)
6.7082 8.3653 0.0178   4 2 -5   3 6 5   0 1 2   (1)
7.0711 8.3654 0.0169   5 3 4   -6 3 5   0 2 3   (1)
7.2801 8.3655 0.0164   6 1 4   3 5 -6   1 0 1   (1)
7.3485 8.3655 0.0163   5 5 2   -6 5 3   0 2 1   (1)
7.5498 8.3656 0.0158   7 2 2   -3 6 5   3 1 1   (1)
7.8740 8.3656 0.0152   6 1 -5   3 6 5   2 3 2   (1)
8.0623 8.3657 0.0148   7 4 0   3 -5 6   2 0 1   (1)
8.3666 0.4472 0.2673   6 5 3   1 1 1   0 0 1   (1)
8.3666 0.5210 0.2294   6 5 3   1 1 0   0 0 1   (1)
8.3666 0.6969 0.1715   6 5 3   1 0 0   0 2 1   (1)
8.3666 0.9181 0.1302   6 3 5   1 1 2   1 0 0   (1)
8.3666 0.9335 0.1280   6 3 5   0 1 0   1 0 1   (1)
8.3666 1.1588 0.1031   6 5 3   1 2 0   1 0 1   (1)
8.3666 1.2012 0.0995   6 5 3   2 1 2   1 1 0   (1)
8.3666 1.3680 0.0874   6 5 3   1 1 2   0 0 1   (1)
8.3666 1.4092 0.0848   6 5 3   1 -1 0   4 0 1   (1)
8.3666 1.4442 0.0828   6 5 3   1 1 -1   0 0 1   (1)
8.3666 1.6080 0.0743   6 3 5   0 1 2   1 0 0   (1)
8.3666 1.6648 0.0718   6 5 3   1 3 1   -1 1 0   (1)
8.3666 1.7155 0.0697   6 5 3   1 0 2   1 1 0   (1)
8.3666 1.8087 0.0661   6 5 3   0 1 2   1 1 1   (1)
8.3666 1.8936 0.0631   6 5 3   1 3 2   1 0 0   (1)
8.3666 1.9235 0.0621   6 5 3   3 0 1   -1 2 0   (1)
8.3666 1.9603 0.0610   6 5 3   2 2 -1   1 1 0   (1)
8.3666 2.0736 0.0576   6 5 3   0 2 -1   1 0 1   (1)
8.3666 2.1844 0.0547   6 5 3   1 -2 0   3 0 1   (1)
8.3666 2.2329 0.0535   6 5 3   0 -1 2   1 1 0   (1)
8.3666 2.2520 0.0531   6 5 3   1 2 3   1 1 1   (1)
8.3666 2.2991 0.0520   6 5 3   1 1 3   0 0 1   (1)
8.3666 2.3022 0.0519   6 3 5   -1 1 2   1 0 0   (1)
8.3666 2.3755 0.0503   6 5 3   1 1 -2   0 0 1   (1)
8.3666 2.4466 0.0489   6 5 3   1 4 1   -1 2 0   (1)
8.3666 2.4785 0.0482   6 5 3   3 3 -1   1 1 0   (1)
8.3666 2.5242 0.0474   6 3 5   1 -1 3   1 1 0   (1)
8.3666 2.5663 0.0466   6 5 3   4 0 1   -1 1 0   (1)
8.3666 2.5884 0.0462   6 5 3   0 3 2   1 0 0   (1)
8.3666 2.6966 0.0443   6 5 3   2 1 -2   1 1 1   (1)
8.3666 2.7098 0.0441   6 5 3   1 4 0   2 2 1   (1)
8.3666 2.7516 0.0434   6 5 -3   1 2 2   1 1 0   (1)
8.3666 2.9155 0.0410   6 3 5   5 0 1   -1 1 1   (1)
8.3666 2.9737 0.0402   6 5 3   1 -3 0   2 2 1   (1)
8.3666 2.9905 0.0400   6 3 5   1 2 -2   1 1 0   (1)
8.3666 2.9976 0.0399   6 3 5   -2 1 2   1 0 0   (1)
8.3666 3.0729 0.0389   6 5 3   0 4 1   -1 1 0   (1)
8.3666 3.0938 0.0386   6 3 5   1 3 -1   2 2 1   (1)
8.3666 3.1419 0.0380   6 5 3   1 0 -3   1 1 1   (1)
8.3666 3.1758 0.0376   5 3 -6   1 3 1   0 1 1   (1)
8.3666 3.2315 0.0370   6 5 3   1 1 4   0 0 1   (1)
8.3666 3.2382 0.0369   6 3 5   1 1 -3   2 1 2   (1)
8.3666 3.2711 0.0365   6 5 -3   2 3 2   1 1 0   (1)
8.3666 3.2842 0.0364   6 5 3   -1 3 2   1 0 0   (1)
8.3666 3.3080 0.0361   6 5 3   1 1 -3   0 0 1   (1)
8.3666 3.4038 0.0351   5 3 -6   2 3 1   0 1 2   (1)
8.3666 3.4413 0.0347   6 5 3   0 -3 2   1 0 1   (1)
8.3666 3.5031 0.0341   6 5 3   1 5 0   2 2 1   (1)
8.3666 3.5173 0.0340   6 3 5   1 4 0   1 0 1   (1)
8.3666 3.5877 0.0333   6 3 5   0 4 1   1 1 1   (1)
8.3666 3.6665 0.0326   6 -3 5   4 2 1   1 1 0   (1)
8.3666 3.6936 0.0324   6 3 5   -3 1 2   1 0 0   (1)
8.3666 3.7244 0.0321   6 5 3   1 -3 2   1 2 0   (1)
8.3666 3.7683 0.0317   6 5 3   1 -4 0   2 2 1   (1)
8.3666 3.7910 0.0315   6 5 3   3 1 5   1 1 0   (1)
8.3666 3.8191 0.0313   6 -3 5   2 3 2   1 1 1   (1)
8.3666 3.9079 0.0306   6 3 5   2 3 -2   1 1 0   (1)
8.3666 3.9097 0.0306   6 3 5   -1 2 4   0 1 2   (1)
8.3666 3.9479 0.0303   6 5 3   1 -1 4   1 0 2   (1)
8.3666 3.9749 0.0301   6 -5 3   5 1 1   1 1 0   (1)
8.3666 3.9803 0.0300   6 5 3   -2 3 2   1 0 0   (1)
8.3666 4.0338 0.0296   6 5 3   -1 1 4   1 1 1   (1)
8.3666 4.0373 0.0296   6 5 3   0 1 -4   1 1 0   (1)
8.3666 4.0603 0.0294   6 5 -3   1 0 4   3 2 1   (1)
8.3666 4.1075 0.0291   6 -5 3   4 2 1   1 2 0   (1)
8.3666 4.1162 0.0290   6 3 5   1 -3 3   2 2 1   (1)
8.3666 4.1318 0.0289   6 5 3   -5 1 0   0 2 1   (1)
8.3666 4.1645 0.0287   6 5 3   1 1 5   0 0 1   (1)
8.3666 4.2410 0.0282   6 5 3   1 1 -4   0 0 1   (1)
8.3666 4.2945 0.0278   6 3 5   3 5 0   2 2 1   (1)
8.3666 4.2995 0.0278   6 5 3   1 6 0   2 2 1   (1)
8.3666 4.3111 0.0277   6 5 3   2 0 5   1 1 0   (1)
8.3666 4.3589 0.0274   6 5 3   1 -3 3   1 0 1   (12)
8.3666 4.3899 0.0272   6 3 5   -4 1 2   1 0 0   (1)
8.3666 4.4385 0.0269   6 5 3   1 0 5   2 2 -1   (1)
8.3666 4.4801 0.0267   6 5 3   0 2 5   1 1 1   (1)
8.3666 4.4817 0.0267   5 -6 3   5 1 1   1 1 0   (1)
8.3666 4.5434 0.0263   5 3 -6   1 4 2   0 1 1   (1)
8.3666 4.5576 0.0262   6 5 3   1 2 -4   1 1 0   (1)
8.3666 4.5654 0.0262   6 5 3   1 -5 0   2 2 1   (1)
8.3666 4.6306 0.0258   6 5 3   0 6 1   -1 2 0   (1)
8.3666 4.6767 0.0256   6 5 3   -3 3 2   1 0 0   (1)
8.3666 4.7374 0.0252   6 3 5   1 -1 6   1 1 -1   (1)
8.3666 4.8255 0.0248   6 5 3   -5 2 0   1 2 1   (1)
8.3666 4.8314 0.0247   6 5 3   1 -1 5   1 1 0   (1)
8.3666 4.8477 0.0247   6 5 3   2 1 6   1 1 -1   (1)
8.3666 4.8829 0.0245   6 5 3   0 -5 2   1 2 0   (1)
8.3666 4.9266 0.0243   6 5 3   3 1 -4   1 1 1   (1)
8.3666 4.9483 0.0242   6 5 3   3 0 -4   1 2 3   (1)
8.3666 4.9843 0.0240   6 5 3   -1 2 5   0 1 2   (1)
8.3666 4.9871 0.0240   6 -3 5   0 4 3   1 1 2   (1)
8.3666 5.0342 0.0237   6 -3 5   5 3 1   1 1 0   (1)
8.3666 5.0639 0.0236   6 3 -5   1 3 4   0 1 2   (1)
8.3666 5.0780 0.0235   6 5 3   2 3 -4   1 1 0   (1)
8.3666 5.0864 0.0235   6 3 5   -5 1 2   1 0 0   (1)
8.3666 5.0976 0.0234   6 5 3   1 1 6   0 0 1   (1)
8.3666 5.1561 0.0232   6 -5 3   0 6 1   1 2 1   (1)
8.3666 5.1741 0.0231   6 5 3   1 1 -5   0 0 1   (1)
8.3666 5.2522 0.0228   6 -5 3   1 5 2   1 1 1   (1)
8.3666 5.2631 0.0227   6 5 3   5 0 -3   1 2 2   (1)
8.3666 5.2766 0.0227   6 5 3   2 -3 4   1 0 1   (1)
8.3666 5.2996 0.0226   5 3 -6   4 2 3   2 1 1   (1)
8.3666 5.3050 0.0225   6 5 -3   1 6 2   0 2 1   (1)
8.3666 5.3171 0.0225   6 5 3   1 -2 5   2 1 2   (1)
8.3666 5.3519 0.0223   6 5 3   0 -2 5   1 1 0   (1)
8.3666 5.3639 0.0223   6 5 3   1 -6 0   2 2 1   (1)
8.3666 5.3732 0.0222   6 5 3   2 0 -5   1 1 1   (1)
8.3666 5.3838 0.0222   6 5 3   0 7 2   1 -1 0   (1)
8.3666 5.4759 0.0218   6 5 -3   1 2 5   3 3 1   (1)
8.3666 5.4955 0.0217   6 5 3   1 4 -4   2 1 2   (1)
8.3666 5.5110 0.0217   6 5 3   1 7 -1   1 3 0   (1)
8.3666 5.5175 0.0217   6 5 3   7 -1 0   0 2 1   (1)
8.3666 5.5304 0.0216   6 3 5   2 7 2   1 3 1   (1)
8.3666 5.5485 0.0215   6 5 3   -5 3 0   3 1 1   (1)
8.3666 5.5985 0.0213   6 3 5   3 7 1   1 0 1   (1)
8.3666 5.6303 0.0212   6 3 5   1 1 -6   2 1 2   (1)
8.3666 5.6632 0.0211   6 5 3   2 -1 6   1 0 2   (1)
8.3666 5.6833 0.0210   6 -3 5   2 5 2   1 2 1   (1)
8.3666 5.7396 0.0208   6 5 3   -5 3 1   0 2 1   (1)
8.3666 5.7433 0.0208   6 5 3   2 7 -2   1 0 1   (1)
8.3666 5.7830 0.0207   6 3 5   -6 1 2   1 0 0   (1)
8.3666 5.8199 0.0205   6 5 3   -3 0 5   1 1 1   (1)
8.3666 5.8383 0.0205   6 5 -3   3 1 5   1 0 3   (1)
8.3666 5.8688 0.0204   6 5 3   5 1 -4   0 1 2   (1)
8.3666 5.8725 0.0204   6 5 -3   1 3 5   1 1 0   (1)
8.3666 5.8907 0.0203   5 -6 3   6 2 1   1 1 0   (1)
8.3666 5.8967 0.0203   6 5 3   3 -5 1   2 2 1   (1)
8.3666 5.9112 0.0202   6 5 3   -1 0 6   1 1 2   (1)
8.3666 5.9654 0.0200   6 5 -3   1 6 3   1 3 1   (1)
8.3666 6.0226 0.0198   6 3 5   3 7 0   1 -2 2   (1)
8.3666 6.0309 0.0198   6 5 3   1 1 7   0 0 1   (1)
8.3666 6.0415 0.0198   6 5 -3   1 7 2   1 2 0   (1)
8.3666 6.0698 0.0197   6 5 3   -5 3 2   1 0 0   (1)
8.3666 6.1074 0.0196   6 5 3   1 1 -6   0 0 1   (1)
8.3666 6.1191 0.0195   6 3 5   2 7 0   1 0 1   (1)
8.3666 6.1633 0.0194   6 5 3   1 -7 0   2 2 1   (1)
8.3666 6.1806 0.0193   6 -5 3   1 2 6   0 1 2   (1)
8.3666 6.1945 0.0193   6 5 3   7 -2 0   1 2 1   (1)
8.3666 6.2117 0.0192   6 -5 3   0 5 4   1 1 2   (1)
8.3666 6.2667 0.0191   6 3 5   0 7 2   1 1 1   (1)
8.3666 6.2906 0.0190   6 5 3   -5 4 0   4 0 1   (1)
8.3666 6.2917 0.0190   6 5 3   1 0 7   1 1 -1   (1)
8.3666 6.3121 0.0189   6 5 3   -4 0 5   1 2 3   (1)
8.3666 6.3460 0.0188   6 5 3   1 4 -5   1 0 2   (1)
8.3666 6.3752 0.0187   6 5 -3   0 4 5   1 2 1   (1)
8.3666 6.3931 0.0187   6 5 -3   2 4 5   1 1 0   (1)
